office_name,BZKNr,filename,places_found,places_count
Altenkirchen Westerw.,"a,xxxx* Nr. 16",1895_03_18_85_0.jpg,altenkirchen,1
Altenkirchen Westerw.,"a, XXX* Nr. 14",1880_03_03_21_0.jpg,altenkirchen,1
Altenkirchen Westerw.,53,1888_01_22_38_0.jpg,altenkirchen,1
Altenkirchen Westerw.,"a, xxxxx Nr. 92",1907_08_29_64_0.jpg,altenkirchen,1
Altenkirchen Westerw.,"a,xxx, Nr. 35",1906_08_18_4_0.jpg,altenkirchen,1
Altenkirchen Westerw.,"a, xxx* Nr. 36",1898_01_26_57_0.jpg,altenkirchen,1
Altenkirchen Westerw.,95,1898_11_24_77_0.jpg,altenkirchen,1
Altenkirchen Westerw.,69,1909_02_24_39_0.jpg,altenkirchen,1
Altenkirchen Westerwald,23,1889_07_28_8_0.jpg,altenkirchen,1
Altenkirchen Westerwald,60,1911_02_23_46_0.jpg,altenkirchen,1
Altenkirchen Westerwald,"a, xxxx* Nr. 52",1888_02_23_2_0.jpg,altenkirchen,1
Altenkirchen Westerwald,6,1902_06_30_28_0.jpg,altenkirchen,1
Altenkirchen Westw.,75,1905_03_22_32_0.jpg,altenkirchen,1
Altenkirchen'Westerw.,24,1894_02_14_14_0.jpg,altenkirchen,1
"Altenkirchen, Westerw.",N85,1884_08_01_38_0.jpg,altenkirchen,1
"Altenkirchen, Westerw.",1,1903_11_15_36_0.jpg,altenkirchen,1
"Altenkirchen, Westerw.",8,1880_09_08_29_0.jpg,altenkirchen,1
"Altenkirchen, Westerw.",67,1906_01_23_99_0.jpg,altenkirchen,1
"Altenkirchen, Westerwald",79,1883_02_11_8_0.jpg,altenkirchen,1
Altenkirchen/Westerw.,9,1884_09_01_33_0.jpg,altenkirchen,1
Altenkirchen/Westerw.,"a, XXX* Nr. 13",1922_10_12_39_0.jpg,altenkirchen,1
Altenkirchen/Westerw.,aXXX* Nr.89,1883_10_06_21_0.jpg,altenkirchen,1
Altenkirchen/Westerwald,Grundliste axxxxx Nr. 91,1879_11_09_5_0.jpg,altenkirchen,1
Amt f. Wiedergutm.d.Stadt Essen,235 858,1899_07_23_71_0.jpg,essen,1
Amt f. Wiedergutmachung Duisburg,8-03767,1902_06_21_86_0.jpg,duisburg,1
Amt f. Wiedergutmachung in Essen,226 573 a,1925_03_11_66_0.jpg,essen,1
Amt für Wiedergutmachung - Essen,210328,1930_07_02_22_0.jpg,essen,1
Amt für Wiedergutmachung - Höxter/Weser,31932,1903_10_25_11_0.jpg,höxter,1
Amt für Wiedergutmachung - Höxter/Weser,64 917,1894_03_19_14_0.jpg,höxter,1
Amt für Wiedergutmachung - Höxter/Weser,31 987,1896_08_13_44_0.jpg,höxter,1
Amt für Wiedergutmachung - Kreisverwaltung Paderborn,68 149,1882_08_23_18_0.jpg,paderborn,1
Amt für Wiedergutmachung - Stadtverwaltung - Bochum,6 - 02294,1904_11_22_45_0.jpg,bochum,1
Amt für Wiedergutmachung - in Essen nach hier übernommen,3 02204,1928_01_02_20_0.jpg,essen,1
Amt für Wiedergutmachung - in Hagen /Westf.,3 02868,1937_10_01_16_0.jpg,hagen,1
Amt für Wiedergutmachung - in Halle (Westf),63 312,1877_09_07_4_0.jpg,halle,1
Amt für Wiedergutmachung Bochum,460 211,1888_06_23_17_0.jpg,bochum,1
Amt für Wiedergutmachung Bonn Stadt,348013,1885_02_18_11_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn Stadt,20238,1879_09_24_8_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 078,1875_01_21_6_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 050,1875_02_16_20_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 025,1884_03_17_15_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 008,1884_03_23_32_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20429,1884_07_29_22_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,82769,1894_09_03_34_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,82771,1894_10_17_11_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 039,1894_09_26_50_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20280,1921_05_13_45_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 001,1918_10_03_61_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20516,1891_11_17_45_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 087,1891_04_16_36_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20607,1891_01_28_78_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,82931,1908_11_14_66_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20290,1926_11_22_36_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20094,1893_12_29_10_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,82762,1893_03_01_19_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348090,1905_01_14_121_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20234,1889_05_03_27_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20299,1889_02_25_25_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20297,1878_01_05_7_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20568,1878_02_14_15_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20546,1878_01_10_11_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20274,1881_07_23_12_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 058,1881_05_27_25_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20494,1881_01_13_25_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20147,1882_04_18_6_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 056,1882_04_25_35_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,82928,1882_03_26_21_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,82062,1885_04_26_5_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348079,1911_05_01_32_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20130,1897_02_22_10_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20381,1897_10_16_57_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,82763,1883_01_30_7_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 084,1890_08_24_7_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 036,1890_10_02_31_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 046,1887_09_03_34_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20512,1887_09_05_39_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20561,1887_02_14_50_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20512 a,1887_09_05_40_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20666,1895_10_24_72_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20609,1895_03_17_83_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 020,1880_02_19_1_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 051,1888_09_15_97_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20667,1899_08_30_66_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20239,1872_04_21_3_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 032,1872_03_14_8_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,82772,1886_11_28_7_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 073,1892_08_10_4_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,422 813,1892_04_08_43_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20180,1892_03_09_17_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20286,1896_10_12_32_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,82712,1896_01_19_47_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20534,1877_08_26_16_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,82925,1877_01_04_15_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20683,1906_02_24_130_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20269,1906_02_08_37_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20195,1906_05_24_37_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20104,1906_05_26_14_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20313,1898_11_13_50_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20072,1876_05_16_1_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,82923,1879_04_09_9_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 018,1879_09_07_1_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20176,1879_03_23_4_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 017 a,1902_06_06_82_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20663,1902_11_12_23_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,348 017,1902_06_06_81_0.jpg,bonn,1
Amt für Wiedergutmachung Bonn-Stadt,20113,1902_02_02_17_0.jpg,bonn,1
Amt für Wiedergutmachung Dinslaken,801438 b,1932_02_11_35_0.jpg,dinslaken,1
Amt für Wiedergutmachung Dortmund,5/01431,1899_07_18_74_0.jpg,dortmund,1
Amt für Wiedergutmachung Duisburg,654 479,1920_10_23_68_0.jpg,duisburg,1
Amt für Wiedergutmachung Essen,ZK 210 604,1922_03_09_44_0.jpg,essen,1
Amt für Wiedergutmachung Essen,ZK 210 695,1928_10_08_82_0.jpg,essen,1
Amt für Wiedergutmachung Essen,ZK 210 637,1924_05_01_129_0.jpg,essen,1
Amt für Wiedergutmachung Essen,ZK 210 689,1890_08_06_40_0.jpg,essen,1
Amt für Wiedergutmachung Essen,ZK 208 456,1896_08_30_19_0.jpg,essen,1
Amt für Wiedergutmachung Essen,ZK 210 633,1904_12_26_12_0.jpg,essen,1
Amt für Wiedergutmachung Essen,ZK 210 642,1927_06_13_31_0.jpg,essen,1
Amt für Wiedergutmachung Essen,ZK 210 693,1925_03_03_66_0.jpg,essen,1
Amt für Wiedergutmachung Essen,ZK 210 694,1925_03_28_34_0.jpg,essen,1
Amt für Wiedergutmachung Essen,ZK 210 613,1898_08_29_46_0.jpg,essen,1
Amt für Wiedergutmachung Essen,ZK 210 614,1898_08_29_47_0.jpg,essen,1
Amt für Wiedergutmachung Essen,ZK 210 643,1910_07_22_33_0.jpg,essen,1
Amt für Wiedergutmachung Essen,ZK 210 697,1913_10_08_87_0.jpg,essen,1
Amt für Wiedergutmachung Essen,ZK 210 699,1909_09_30_67_0.jpg,essen,1
Amt für Wiedergutmachung Hamm (Westf.),165.144,1920_05_22_92_0.jpg,hamm,1
Amt für Wiedergutmachung Höxter,31 979 c,1916_03_02_43_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 573 g,1900_05_29_63_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,737 739 b,1922_02_17_56_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 640,1920_01_29_57_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,43 398 a,1920_01_29_58_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,226 355 b,1891_02_16_29_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 609,1891_01_30_47_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,74 295 c,1912_11_13_19_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 117 b,1912_04_18_7_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 543 b,1908_05_07_68_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 543 d,1915_07_18_65_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 582 b,1893_07_20_61_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 608 d,1905_11_13_91_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 621,1887_05_25_31_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 621 e,1899_02_08_30_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 621 c,1892_07_12_6_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 568 b,1896_03_27_20_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 569 b,1896_03_27_19_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 564 b,1896_03_27_18_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 633,1904_12_23_56_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,64 992,1904_06_01_50_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,31 979 d,1907_04_16_86_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,64 992 e,1901_05_11_65_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 582 c,1901_05_11_64_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 614,1898_06_10_39_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,31 949 a-b,1898_08_14_34_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 505 b,1910_05_06_17_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 543 c,1910_01_04_62_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,74 295 b,1910_05_06_16_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 608 e,1930_11_25_81_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 606 a,1902_04_05_16_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 200 d,1902_08_14_82_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,64 757 a,1909_02_16_70_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 158 b,1909_04_12_22_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,616 671 b,1909_04_12_26_0.jpg,höxter,1
Amt für Wiedergutmachung Höxter,170 543 e,1917_11_27_27_0.jpg,höxter,1
Amt für Wiedergutmachung Kreisverwaltung Paderborn,68 111,1884_09_09_7_0.jpg,paderborn,1
Amt für Wiedergutmachung Kreisverwaltung Paderborn,68 009,1921_07_12_96_0.jpg,paderborn,1
Amt für Wiedergutmachung Kreisverwaltung Paderborn,68 072,1920_06_16_142_0.jpg,paderborn,1
Amt für Wiedergutmachung Kreisverwaltung Paderborn,68 196,1891_10_22_19_0.jpg,paderborn,1
Amt für Wiedergutmachung Kreisverwaltung Paderborn,68 195,1889_11_17_22_0.jpg,paderborn,1
Amt für Wiedergutmachung Kreisverwaltung Paderborn,32 743,1880_12_09_7_0.jpg,paderborn,1
Amt für Wiedergutmachung Kreisverwaltung Paderborn,68 087,1892_10_23_38_0.jpg,paderborn,1
Amt für Wiedergutmachung Kreisverwaltung Paderborn,68 222,1917_02_28_28_0.jpg,paderborn,1
Amt für Wiedergutmachung Paderborn,68 192,1896_04_26_47_0.jpg,paderborn,1
Amt für Wiedergutmachung Recklinghausen,211 138,1914_06_02_118_0.jpg,recklinghausen,1
Amt für Wiedergutmachung Regierung Ansbach (Weff.),Z.K.461460 f,1899_02_28_35_0.jpg,ansbach,1
Amt für Wiedergutmachung Regierung Ansbach (Wf.),Z.K. 461460a,1910_03_20_8_0.jpg,ansbach,1
Amt für Wiedergutmachung Regierung Ansbach (Würt.),Z K. 461460j,1911_05_31_41_0.jpg,ansbach,1
Amt für Wiedergutmachung Stadt Bochum,348081,1893_12_08_37_0.jpg,bochum,1
Amt für Wiedergutmachung Stadt Gelsenkirchen,2 ol410,1894_11_10_12_0.jpg,gelsenkirchen,1
Amt für Wiedergutmachung b. Landkreis Höxter,31 957 b,1912_05_22_48_0.jpg,höxter,1
Amt für Wiedergutmachung b. Landkreis Höxter,31 957 a,1882_08_04_9_0.jpg,höxter,1
Amt für Wiedergutmachung b. Landkreis Höxter,226 355 a-b,1890_02_25_14_0.jpg,höxter,1
Amt für Wiedergutmachung beim Landkreis Paderborn,4 01624 c,1937_06_12_12_0.jpg,paderborn,1
Amt für Wiedergutmachung der Kreisverwaltung Lemgo,65 906,1932_07_03_13_0.jpg,lemgo,1
Amt für Wiedergutmachung der Stadt Bocholt,703848,1909_02_01_60_0.jpg,bocholt,1
Amt für Wiedergutmachung der Stadt Bonn,348 342,1884_03_23_29_0.jpg,bonn,1
Amt für Wiedergutmachung der Stadt Bonn,1 10903,1900_09_07_69_0.jpg,bonn,1
Amt für Wiedergutmachung der Stadt Bonn,82934,1881_04_24_25_0.jpg,bonn,1
Amt für Wiedergutmachung der Stadt Essen,5/01427,1873_07_27_4_0.jpg,essen,1
Amt für Wiedergutmachung der Stadt Essen,208 481a,1893_06_17_58_0.jpg,essen,1
Amt für Wiedergutmachung der Stadt Essen,208 480,1893_06_17_56_0.jpg,essen,1
Amt für Wiedergutmachung der Stadt Essen,208-482a,1893_06_17_57_0.jpg,essen,1
Amt für Wiedergutmachung der Stadt Essen,5/01136,1898_05_04_34_0.jpg,essen,1
Amt für Wiedergutmachung der Stadt Hamm,3 01406,1896_11_19_64_0.jpg,hamm,1
Amt für Wiedergutmachung der Stadt Lübeck,5/00701,1938_12_02_8_0.jpg,lübeck,1
Amt für Wiedergutmachung der Stadt Lübeck,3 01744,1899_03_03_98_0.jpg,lübeck,1
Amt für Wiedergutmachung der Stadt Lübeck,5/00659,1937_12_03_11_0.jpg,lübeck,1
Amt für Wiedergutmachung der Stadt Lübeck,5/00700,1937_12_03_12_0.jpg,lübeck,1
Amt für Wiedergutmachung der Stadt Lübeck in Lübeck,5/00660,1938_12_02_6_0.jpg,lübeck,1
Amt für Wiedergutmachung der Stadt Mülheim-Ruhr,702523,1919_12_26_89_0.jpg,mülheim,1
Amt für Wiedergutmachung der Stadt Wuppertal,702655,1914_12_09_13_0.jpg,wuppertal,1
Amt für Wiedergutmachung der Stadtverwaltung Solingen,3 02990,1937_10_10_23_0.jpg,solingen,1
Amt für Wiedergutmachung des Enneppe-Ruhr-Kreises in Schwelm,KZ 60,1916_06_08_102_0.jpg,schwelm,1
Amt für Wiedergutmachung des Landes Preußen in Bonn Hauptabteilung II,603 734,1922_02_01_93_0.jpg,bonn,1
Amt für Wiedergutmachung des Landes Preußen in Lübeck,602 316,1889_10_15_44_0.jpg,lübeck,1
Amt für Wiedergutmachung des Landes Preußen in Lübeck,602 558,1919_10_24_57_0.jpg,lübeck,1
Amt für Wiedergutmachung des Landes Preußen-Plötz,604 318,1902_07_21_115_0.jpg,plötz,1
Amt für Wiedergutmachung des Landes Preußen/Pommern in Lübeck,603 810,1916_05_12_2_0.jpg,"lübeck, pommern",2
Amt für Wiedergutmachung des Landes Rhein und Main in Frankfurt am Main,517 675,1909_05_05_77_0.jpg,frankfurt,1
Amt für Wiedergutmachung des Landes Rhein und Pfalz in Erlangen,601 255,1912_05_28_75_0.jpg,erlangen,1
Amt für Wiedergutmachung des Landes Sachsen-Anhalt,332 602,1906_07_07_106_0.jpg,sachsen,1
Amt für Wiedergutmachung des Landes Sachsen-Anhalt in Halle (Saale),601-358,1928_04_14_34_0.jpg,"halle, sachsen",2
Amt für Wiedergutmachung des Landes Sachsen-Anhalt in Leipzig,601.260,1886_08_13_42_0.jpg,"leipzig, sachsen",2
Amt für Wiedergutmachung des Landes Sachsen-Anhalt in Leipzig,601 250,1907_07_15_205_0.jpg,"leipzig, sachsen",2
Amt für Wiedergutmachung des Landes The und. Liz in Bonn Hauptabteilung II,603 606,1896_02_15_47_0.jpg,bonn,1
Amt für Wiedergutmachung des Landes Thüringen in Bonn,602 911,1914_09_01_1_0.jpg,bonn,1
Amt für Wiedergutmachung des Landes Thüringen in Erfurt,601 493,1912_12_18_6_0.jpg,erfurt,1
Amt für Wiedergutmachung des Landes Thüringen in Erfurt,602 204,1912_11_11_18_0.jpg,erfurt,1
Amt für Wiedergutmachung des Landes Thüringen in Erfurt Hauptabteilung II,601 703,1900_11_23_71_0.jpg,erfurt,1
Amt für Wiedergutmachung des Landes Thüringen in Erfurt Hauptabteilung II,603 888,1883_01_14_14_0.jpg,erfurt,1
Amt für Wiedergutmachung des Landes Thüringen in Erfurt Hauptabteilung II,601 330,1907_06_08_15_0.jpg,erfurt,1
Amt für Wiedergutmachung des Landes Thüringen in Leipzig Hauptabteilung II,602 222,1906_06_12_76_0.jpg,leipzig,1
Amt für Wiedergutmachung des Landes Thüringen-Platz in reich,604 500,1934_08_23_10_0.jpg,reich,1
Amt für Wiedergutmachung des Landes Thüringen/Frankfurt am Main,603 938,1948_04_06_1_0.jpg,frankfurt,1
Amt für Wiedergutmachung des Landes Thüringen/Pfalz in Erfurt Hauptabteilung II,602 544,1928_11_30_38_0.jpg,erfurt,1
Amt für Wiedergutmachung des Landes Thüringen/Pfalz in Erlangen Hauptabteilung II,602 018,1939_02_19_4_0.jpg,erlangen,1
Amt für Wiedergutmachung des Landkreises Höxter,737 739,1903_05_30_47_0.jpg,höxter,1
Amt für Wiedergutmachung des Landkreises Höxter,170 525 e,1912_05_19_65_0.jpg,höxter,1
Amt für Wiedergutmachung des Landkreises Höxter,631 474,1912_09_05_36_0.jpg,höxter,1
Amt für Wiedergutmachung des Landkreises Höxter,170 557 e,1908_08_26_84_0.jpg,höxter,1
